1238,nagimaC-,"to lose one's bearings, in weather or drunken stupor",Nagimatut.,"They (3+) lost their bearing, in weather or drunken stupor.",,,,,Diomede Glossary,,,,,,,,,,,,,,,
1239,nagin,where from,Nagin peruat?,Where do they come from,Nagit piat?,Where do they come from?,,,Diomede Glossary,,,,,,,,,,,,,,,
1240,nak-?,Nagruŋa.,I went straight aross to East Cape.,Nagrut. ,They (3+) went straight across to East Cape.,,,,Diomede Glossary,,,,,,,,,,,,,,,
1241,nalikak,(dl.) pants,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1242,Naluaġmiu,white person,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1243,Naluaġmiutaq,something of a white person's,Naluaġmiutameŋ eneqatuq.,S/he has a white-man style house (Little Diomede word),,,,,Diomede Glossary,,,,,,,,,,,,,,,
1244,naluaq,seal or ugruk skin hung out to be bleached by weather,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1245,naluk-,to dive (of a seal or walrus),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1246,naniġuun,lantern,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1247,naniq,lamp,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1248,nanuaviniq,piece of polar bear (skin or meat),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1249,nanuayaaq,young polar bear,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1250,nanuq,polar bear,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1251,nappatat,(pl.) walruses sleeping int the water with their air sacs filled,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1252,Naqqak,Stanley Ahvaaklook's Inupiaq name,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1253,nassiik,pair of sealskin pants,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1254,nataaġnaq,type of fish (not a flounder as on the mainland),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1255,nataquq,cartilage,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1256,nateksraq,"""hard sole"" for mukluk",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1257,naulik-,to harpoon,Nauliaaqtuuŋ!,Go harpoon it!,Nauligaa.,S/he harpooned it. ,Nauliuŋ!,Harpoon it!,Diomede Glossary,,,,,,,,,,,,,,,
1258,naulizaun,spear for game,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1259,nauŋ!,"said when someone enters a house, answered with Naami!",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1260,nausaniuragaq-,to wait for a little,Nausinuragaġuŋ!,Wait for it a little.,Nausaniuragaqłagut.,We waited a little for it.,,,Diomede Glossary,,,,,,,,,,,,,,,
1261,nausiat,plants,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1262,navaaqtuq,tree,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1263,"navaġan, navaqte",mast,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1264,nayak,younger sister,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1265,nazaułek,emperor goose,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1266,nazaułuauraq,smaller goose,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1267,neeqłiq,one farthest north,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1268,neeqpaq,"north wind, north",neeqpamun,(strong) north wind,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1269,neeqpaq-,for north wind to blow,Neeqpatuq.,North wind is blowing.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1270,neġluC-,to break its neck,Neġluaa,"S/he broke its neck, as was done sometimes with seals and baby walrus caught.",Neġlutuq.,It broke its neck. QUERY its own?,Neġluuktutin!,You will break your neck! (said as a waring to children playing dangerously),Diomede Glossary,,,,,,,,,,,,,,,
1271,negriaġruk,spider,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1272,negriaq-?,to go get eggs (on a cliff?),Negriaġruŋ!,Go get eggs!,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1273,negru(q)-,to lower down on the face of a cliff by a rope,Negruaa.,S/he is lowering him/her down the face of a cliff by a rope.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1274,nemeq-,"to swim around under breathing hole, under the ice, of a bearded seal getting ready to surface",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1275,neŋauk,brother-in-law,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1276,neŋayuq,open water crack in ice,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1277,neŋaugaq,son-in-law,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1278,niaqiun,rope attached to the sout of a walrus to tow it,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1279,niaquq,head,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1280,nikpatuaq,hunter waiting for a seal to surface in breathing hole,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1281,niksik,"gaff, something with a hook on it",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1282,niŋiq,share of meat,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1283,niŋiq-,to get a share of meat,Niŋiqizi!,Get shares! (to 3+),Niŋiqtuq.,S/he got a share of meat.,,,Diomede Glossary,,,,,,,,,,,,,,,
1284,niu,leg,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1285,Niuuvak,Albert Ayahak's Inupiaq name (means 'housefly'),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1286,niuuvak,housefly,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1287,nivisaq,"""sucker fush"" that sticks onto rocks",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1288,nivisaniaq-,to go get a sucker fish,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1289,nugaq,younger brother,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1290,nugaq yuġġuaq,bull walrus,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1291,nugaqłiq,"youngest sibling, youngest child of a family",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1292,nugatpiaq,young man or young male walrus,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1293,nugatpiayaałak,young male walrus,,,,,,,Diomede Glossary,I am shaking it out or brushing it off.,,,,,,,,,,,,,,
1294,nugatpizaasiq,young male walrus,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1295,Nuġġazaq,Edward Penetac of King Island's Inupiaq name,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1296,nuilak,parka ruff,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1297,nukkinaak,(dl.) tusks of a young ale walrus,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1298,nukkinaq,"male walrus, not full-grown",,,,,,,Diomede Glossary,S/he is sitting with legs crossed. ,,,,,,,,,,,,,,
1299,Nunaġirat,place name of a cliff on Big Diomede Island,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1300,nunavak,walrus on top of the ice,(pl.) ,nunavait,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1301,nunavak-,to get up onto the ice (of a walrus),Nunavatuq.,It (walrus) is getting up onto the ice or it got onto the ice.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1302,nunavayuŋait,(pl.) many walrus on (scattered) ice,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1303,nunavraq-,"to kill walrus (of hunters), which are out of the water (said when you can hear the hunters, but cannot see them) ",Nunavraqtut. ,They (3+) are killing walrus in this manner.,Nunavraqpaliarut.,They ust be killing walrus (out of the water).,,,Diomede Glossary,,,,,,,,,,,,,,,
1304,nunayaq-,to camp,Nunayatuŋa.,I am camping. ,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1305,nunivautet,berry comb,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1306,nunuq-,to scold,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1307,Nuuġaq,"Naukan, East Cape",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1308,Nuuġaq-,"to go to East Cape, Naukan",Nuuġatuŋa.,I went to Naukan.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1309,Nuvaaluk,Edwina Omiak Krier's Inupiaq name,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1310,paaġun,"high cloud (probably, cirrus) that indicates wind",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1311,Paamii,a Chukchi man (Suksi in Inupiaq),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1312,Suksi,a Chukchi person,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1313,paaq,entryway,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1314,pagaŋaruak,"(dl.) bent tusk (that do not grow straight out, but bend downward)",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1315,pagułuk,cormorant,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1316,palak-,to be too much,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1317,palliq,wick,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1318,palliraq,moss used for lamp wick,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1319,pamiuq,mammal tail,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1320,pana,"spear (used even for walrus, after is has been harpooned)",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1321,pana-,to spear,Panagaa.,S/he speared it.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1322,paneq-,to be dry,paneqtuaq neġe,dried meat,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1323,paneqtuumaruat yuġġuram tulimait,dried walrus rubs,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1324,paneqtuumaruat yuġġurat neġait,dred walrus meat,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1325,papłu,wood drum handle,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1326,Paugaq,Elizabeth Milligrock's Inupiaq name,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1327,pauġri-,"to put something underground or snow or ice, as meat to cache it",Pauġriruq.,"S/he puts something undergound or snow or ice, as meat to cache it",,,,,Diomede Glossary,,,,,,,,,,,,,,,
1328,paułuk,cormorant,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1329,pagułuk,cormorant,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1330,pauvyauk-,to cough,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1331,pavaġliraqtuat,feeding walruses,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1332,neġuaqtuat yuġġurat,feeding walruses,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1333,paveġuq,fish tail,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1334,Payana,Dwight Milligrock's Inupiaq name,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1335,peneksraq,dry grass used for insoles,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1336,peŋuktat,(pl.) lumps on the skin of old bull walrus; small knolls,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1337,peŋuq,"frost heave, hump",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1338,peŋurainau-,"to have ""bumps"" on it, of land",Nuna peŋurainauruq.,"The land has ""bumps"" on it.",,,,,Diomede Glossary,,,,,,,,,,,,,,,
1339,perek-,to go down,Perektuq.,S/he/it went down.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1340,peruniaq-,"to hunt for chicks, using a small hook if one can't reach into a crack.",Peruniaqtuŋa.,"I am hunting for chicks, using a small hook if I cant reach into a crack.",,,,,Diomede Glossary,,,,,,,,,,,,,,,
1341,peruq,auklet chick,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1342,pilak-,to butcher an animal,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1343,pipsiraq,dried fish,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1344,piqqaaġruk,young kittiwake,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1345,pizukaaġruk,fox,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1346,puala-,"to dance, to do a common dance",Pualaruq.,S/he is dancing.,Pualatut.,They are dancing.,Pualarut.,They are dancing.,Diomede Glossary,,,,,,,,,,,,,,,
1347,puiġak-,"to blow up, to inflate","They blew them up, inflated them.",,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1348,puiq-,to blow up,Puiġaa.,S/he blew it up.,Puiqtuq.,S/he inflated something.,,,Diomede Glossary,,,,,,,,,,,,,,,
1349,pukta-,to float,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1350,puktaaq,"floating ice pan, ice floe",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1351,Puqtuġmiut,Puqtuut qagri,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1352,purumuusiq,old style keresone stove (loud); primus stove (from the word 'primus),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1353,puuq-,to catch bird with a net,Puuġaa.,S/he caught a bird with a net.,Puuqtuŋa,I caught bird with a net.,,,Diomede Glossary,,,,,,,,,,,,,,,
1354,puuvraq-,"to swim (active swimming, not a fish)",Puuvratuq.,It is swimming,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1355,puvla-,to smell,Puvlatut.,They (3+) smell something.,"Puvluatut, naluktut.",They (walrus) smell us and dive.,,,Diomede Glossary,,,,,,,,,,,,,,,
1356,puyalainavau-,"to be a lot of steam, as from a large herd of walrus",Puyalainavauruq.,"There is a lot of steam, as from a large heard of walrus.",,,,,Diomede Glossary,,,,,,,,,,,,,,,
1357,puyuq-,to be a dark cloud over open water,Puyuqtuq.,There's a dark cloud cloud over open water.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1358,puyuq-,to go after a whale (boat crew),Puyuqtut.,They're going after a whale (boat crew),,,,,Diomede Glossary,,,,,,,,,,,,,,,
1359,Qaaq,place name fot he top of Diomede Island,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1360,"qaġa, qaġaq",root of aziaq plant or pink plume plant,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1361,qagaqpazimeaa,there are walrus hauled out on the beach,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1362,qaġisaq,pole with net on the end to catch birds,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1363,qaġitaq,brain (animal or human),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1364,qaġluC-,to call or make a sound,qaġlutuat yuġġuat,walruses calling or making a sound,Qaġlutut.,"They (animals) call, or make a sound",,,Diomede Glossary,,,,,,,,,,,,,,,
1365,qaniq,mouth,qaġna,its mouth,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1366,qagri,"a political, social, ceremonial educational institution in Inupiaq communities",qagrim inuit,qagri members,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1367,qagri-,to go to a qagri,Qagriruq.,S/he went to a qagri.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1368,qaġruq,arrow (Inupiaq style),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1369,qaġułuaġruk,"shearwater (also known as the ""walrus bird"")",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1370,qaigit,"(pl.) waves onshore, breakeres",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1371,qaiġulik,ribbon seal,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1372,qagi-,"to come in, meaning literally 'climb up' as from the qagri tunnel into the house",Qakkuin!,Climb in!,Qakłutin!,Climb in!,Qaksrut.,They climbed up.,Diomede Glossary,,,,,,,,,,,,,,,
1373,qaknaaruak,tusks that touch at the tips,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1374,qatinŋaruak,tusks that touch at the tips,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1375,qakneq,"walrus on the ice, out of water",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1376,qaknivak,"walruses on ice that look like an island from the distance; large walrus herd, or a big walrus on ice",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1377,qaksrut,(pl.) sea mammals out of water on land,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1378,qalak-,to boil,qalatuaq,something boililng,Qalausriruq.,S/he is boiling something,,,Diomede Glossary,,,,,,,,,,,,,,,
1379,qałhavak,axe,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1380,qaluaq,"blue cod, or meat hole ",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1381,"qaluaq, ea","meat hole (for storage and aging
of meat; greens go in smaller holes with
wood covers; auklets go in gunny sacks with
walrus meat) where meat is stored until
October",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1382,qaluaqpak,"""codfish"" (Arctic pollock)",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1383,qalut,(pl.) rocks on the beach,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1384,qaluviaq-,to lance,Qaluviaġuŋ!,Lance it!,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1385,qaluviaq,"whaling lance, also used for walrus",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1386,qamaut,"dogsled, freight sled",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1387,qamigaC-,to pull a boat over ice,Qamigatut.,They are pulling a boat over ice.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1388,qaneqsruun,telephone,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1389,Qapqamiut,highest qagri on Little Diomede,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1390,qaqłuuk,(dl.) bird net with a frame (same word as 'lips'),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1391,qaqqazuk,raven,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1392,qaqqin,root pick,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1393,qaqqi-,to dig with a root pick,Qaqqiruŋa.,I am digging with a root pick.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1394,qaqsrauq,loon,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1395,qatek,bird breast,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1396,qatŋuC-,"to leave, depart",Qatŋutut.,"They left, departed.",Qatŋuatatut.,They are going to leave.,,,Diomede Glossary,,,,,,,,,,,,,,,
1397,qatqit-,to reach to top of something,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1398,qauneq,windowpane,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1399,ami-,to get skins,Qavsinik amivisii?,How many skins did you (3+) get?,Tallimaneŋ.,(We got) five.,,,Diomede Glossary,,,,,,,,,,,,,,,
1400,qawasiaġruk,young male walrus with short tusks,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1401,qawaqsilaaq,mother with young walrus with new tusks,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1402,qawaqsilik,"female walrus with young (older than baby); also, place name on north end of island where people pick greens",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1403,qawaqsiq,harpoon line made of young or baby walrus skin,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1404,qayak-,"to hear an echo, (i) for there to be an echo",Qayakaa.,S/he hears an echo.,Qayaktuq.,There is an echo.,Qayaŋilat.,"There is no echo, they have not echo.",Diomede Glossary,,,,,,,,,,,,,,,
1405,qayaksaaq-,to listen for an echo,Qayaksaaġaa.,S/he is listening for an echo,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1406,qayaqtutuaq,someone using a kayak,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1407,qayau-,to tip over (a boat or sled),Qayauruaq.,It tipped over (a boat or sled).,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1408,qayuq,walrus or seal broth,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1409,qayuqłuuraq,"Bering chickweed; also anemone, not distinguished from chickweed, anemone grows only in one place",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1410,qazigiaq,spotted seal,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1411,qeġema-,to be frozen,qeġemaruaq neġe,frozen meat,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1412,Qegeqtamiuraaq-,to speak in the Shishmaref dialect of Inupiaq,Qegetamiuraaqtuq.,S/he is speaking in the Shishmaref dialect of Inupiaq.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1413,Qegeqtaq,Shishmaref,Qegeqtamun aulaiġugvisii?,Are you all going to stop in Shishmaref?,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1414,Qegeqtaruk,Kotzebue,Qegeqtaruguvisii?,Are you all going to Kotzebue?,Qegeqtaruŋmiut,people from Kotzebue,,,Diomede Glossary,,,,,,,,,,,,,,,
1415,qeleq-?,to lash,Qeleqeuŋ!,Lash it!,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1416,qelit-,to wind rope around in traditional rope making process,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1417,qełłiaq,underwater rock or reef,Qełłiaqatuq.,There is an underwater rock or reef.,qełłiat,"(pl.) rocks under water, reef",,,Diomede Glossary,,,,,,,,,,,,,,,
1418,qeneġautek,(dl.) binoculars,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1419,qeneqsitaaġutit,(pl.) movie camera,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1420,qeŋaq,nose,qeŋaa,its nose,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1421,qeŋałek,king eider,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1422,qerriuqtuaq,someone cutting firewood,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1423,qeruk,firewood,Qeruktain!,Go collect firewood!,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1424,qetquaq,seaweed,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1425,qiapiq,seagull,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1426,qiaq,"inside of walrus stomach, which is scraped and eaten",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1427,qiiyaqui!,a boat is coming! People are coming to the island by boat!,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1428,Qilaġruaġmiut,place name for a location on the south side of Wales,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1429,qilainainaq,sail for boat,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1430,qilaŋaaġruk,puffin chick,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1431,qilaŋaq,puffin,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1432,qimaugaC-,to flee,Qimaugatut.,They (3+) fled.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1433,qimuksiaġatuat,(pl.) dogsled racers,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1434,qissiq,when you make a handle through the skin or split on the top of the head to tie a rope to,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1435,qitiqpiaq-,to get right in the middle,qitiqpiaqłuu,getting right in the middle,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1436,qitiquutanaqsi-,for it to be time for lunch,Qitiquutanaqsiaa.,It's lunch time.,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1437,qitiq,middle,qitqa,its middle,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1438,qivuqaq,finback whale (with fin far back),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1439,qizik,"skin without hair, or tanned skin",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1440,quaq,frozen meat or fish,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1441,quaq-,to eat frozen meat or fish,Quaġugvin?,Do you want to eat frozen meat?,Quaqtuŋa teŋuŋmeŋ.,I am eating frozen liver.,,,Diomede Glossary,,,,,,,,,,,,,,,
1442,Quapegat,place on Big Diomede Island,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1443,quaqłak,fermented walrus meat sewn up to store and ferment; aged meat,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1444,quaqłak-,to eat aged meat,Quaqłatugut.,We are eating aged meat (especially flipper).,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1445,quaqsiaġruk,walrus with short tusks,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1446,Quġanaq,James Iyapana's Inupiaq name,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1447,qugigaaġruk,dovekie,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1448,qugruaknaq,large orange bottom fish,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1449,qugruk,(tundra) swan,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1450,quġvik,"""pee pot""",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1451,qui,walrus bottom flipper and entire bottom part of animal,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1452,quiktivaktuaq yuġġuaq,a fat walrus,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1453,qulepsiq,walrus intestine stuffed with blubber,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1454,qulipsiun,cooking pot,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1455,qułuk,honey bucket,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1456,qumakłak,"little cigar-shaped fish eaten by puffins and murres, which dive to get them",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1457,Quŋa,village on north side of Big Diomede Island,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1458,quŋuliq,"sourdock (the small round ones), also known as oxyria or mountain sorrel",quŋulit,(pl.) sourdock,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1459,Quŋamiut,people of Quŋa,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1460,quŋasiq,neck,,,,,,,Diomede Glossary,They all started in on it; they begin to attack or beat him/her.,,,,,,,,,,,,,,
1461,quŋialiq,seat behind the bow seat in a skin boat where senior hunters sit,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1462,quŋialituaq,"second man, behind bow man in skin boat",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1463,quŋuyuŋaaq-,to smile,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1464,quppaq,crack (there is a big crack on top of the island),,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1465,quqquyak,(mythical) big polar bear with double ribss,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1466,quumatuq,"wooden vat, big bowl where urine is used to cure sking, also used by shamans to see distant people and scenes by looking into the liquid",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1467,quuqsruq-,"to say 'quu, quu' which is a call for help",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1468,quvanuaq,snow bunting,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1469,quvanuaqpak,snow goose,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1470,saagit,"chest, share of walrus ""chest"" given to elder crew member",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1471,Saatuŋuyait,place name,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1472,saayuq,upper part of storage shed,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1473,sagik,father-in-law,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1474,sagiuraq,mother-in-law,,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
1475,sagriq,"artemesia, ""stink weed""",,,,,,,Diomede Glossary,,,,,,,,,,,,,,,
